    1/resolution    CC
    0.383635210    -0.002931364
    0.383678811    -0.000821664
    0.383715858     0.001018320
    0.383758595     0.001183022
    0.383808491     0.001149778
    0.383849863     0.003996531
    0.383895142     0.004794305
    0.383938083     0.003198567
    0.383972561     0.002500015
    0.384014169     0.005930197
    0.384055724     0.005728070
    0.384092758     0.006905015
    0.384136652     0.008408918
    0.384191164     0.009157600
    0.384225258     0.009115041
    0.384264920     0.011033784
    0.384302749     0.010122116
    0.384345408     0.010366531
    0.384381885     0.011938127
    0.384414966     0.013122245
    0.384447461     0.015222380
    0.384480148     0.015858619
    0.384514511     0.016838565
    0.384559828     0.018535682
    0.384595981     0.017032816
    0.384633897     0.017765907
    0.384676227     0.017110517
    0.384714248     0.015533623
    0.384760780     0.013604746
    0.384800281     0.012361955
    0.384838860     0.010934771
    0.384886752     0.013191683
    0.384930246     0.013075928
    0.384969779     0.014011944
    0.385010451     0.013129729
    0.385049155     0.013504393
    0.385097929     0.011862751
    0.385129382     0.012153059
    0.385154773     0.011979425
    0.385189728     0.011018786
    0.385240389     0.012203876
    0.385280037     0.011651000
    0.385307256     0.009128546
    0.385337445     0.009022686
    0.385372485     0.009331811
    0.385404020     0.011492884
    0.385441410     0.010236897
    0.385484872     0.008103027
    0.385528776     0.009927238
    0.385569365     0.007443167
    0.385608889     0.006720382
    0.385655806     0.005904597
    0.385697824     0.003185480
    0.385728077     0.002700030
    0.385766943     0.003252994
    0.385820785     0.001523107
    0.385864580     0.001387406
    0.385903424     0.001850343
    0.385941338     0.002922142
    0.385975513     0.000955964
    0.386011427     0.001078696
    0.386056285     0.001837141
    0.386087609     0.003981712
    0.386126425     0.003888127
    0.386158492     0.003597896
    0.386190848     0.004178669
    0.386232837     0.003208264
    0.386269584     0.005700653
    0.386312949     0.006256358
    0.386351746     0.007585289
    0.386379195     0.010408424
    0.386430540     0.008992761
    0.386465154     0.010275437
    0.386503281     0.010762707
    0.386549738     0.010660239
    0.386594590     0.008827471
    0.386646495     0.010094217
    0.386694529     0.010287399
    0.386730965     0.010038367
    0.386773700     0.009178424
    0.386815971     0.010002895
    0.386859823     0.010805564
    0.386902497     0.012152562
    0.386950197     0.011908050
    0.386993240     0.016133926
    0.387027843     0.019561086
    0.387064478     0.019675560
    0.387098100     0.019190075
    0.387134740     0.018450714
    0.387179597     0.020550708
    0.387215951     0.021891416
    0.387252218     0.024384745
    0.387294313     0.025601760
    0.387336335     0.024313043
    0.387380930     0.026382456
    0.387418473     0.028493624
    0.387460192     0.027048608
    0.387500739     0.026245879
    0.387530508     0.025439883
    0.387556589     0.023486220
    0.387596500     0.023518488
    0.387627028     0.026235100
    0.387678376     0.027732244
    0.387723674     0.026143021
    0.387764081     0.024994251
    0.387815136     0.026912034
    0.387849196     0.026803760
    0.387883148     0.024684469
    0.387928670     0.026360128
    0.387966923     0.028618536
    0.388007987     0.027021885
    0.388052077     0.028697656
    0.388089559     0.028019907
    0.388129612     0.028014877
    0.388168390     0.026430461
    0.388200781     0.027722559
    0.388235381     0.026604529
    0.388264318     0.023016040
    0.388293861     0.023281369
    0.388328323     0.022578389
    0.388371435     0.019042734
    0.388410009     0.014407576
    0.388443364     0.013955999
    0.388488640     0.010746537
    0.388535277     0.008273454
    0.388569135     0.007737867
    0.388607163     0.006324315
    0.388648103     0.005301238
    0.388690664     0.005942734
    0.388734781     0.003039421
    0.388774791     0.001340593
    0.388823202     0.003347566
    0.388852977     0.002898789
    0.388889592     0.001230968
    0.388929037    -0.001554044
    0.388975434    -0.002002687
    0.389014944    -0.002360015
    0.389056910    -0.002176065
    0.389093261    -0.004554829
    0.389123693    -0.005744700
    0.389160728    -0.005287390
    0.389205792    -0.004930382
    0.389246271    -0.006900576
    0.389284286    -0.005101387
    0.389334140    -0.008436953
    0.389378394    -0.011607789
    0.389417663    -0.013833725
    0.389456818    -0.015189050
    0.389484735    -0.016642887
    0.389516950    -0.019037275
    0.389567549    -0.020362968
    0.389596854    -0.021794564
    0.389625922    -0.022391826
    0.389659075    -0.022449435
    0.389688641    -0.024715281
    0.389724036    -0.027070820
    0.389757684    -0.025927098
    0.389788014    -0.025529899
    0.389819621    -0.025850881
    0.389863703    -0.025995106
    0.389905708    -0.024583391
    0.389944996    -0.023647388
    0.389986428    -0.022005894
    0.390020658    -0.022258087
    0.390060001    -0.021454633
    0.390089959    -0.020667597
    0.390125727    -0.018433099
    0.390165969    -0.016702446
    0.390198726    -0.016337004
    0.390247063    -0.015813180
    0.390290974    -0.016774474
    0.390329194    -0.021226158
    0.390370449    -0.018804037
    0.390407384    -0.022119751
    0.390438311    -0.021348412
    0.390482089    -0.021749568
    0.390523462    -0.019356237
    0.390576968    -0.021779652
    0.390626700    -0.021840333
    0.390665429    -0.018179884
    0.390696654    -0.015177352
    0.390731143    -0.013849780
    0.390770432    -0.013513965
    0.390810941    -0.015582720
    0.390854785    -0.013643267
    0.390892741    -0.015590248
    0.390938848    -0.016612569
    0.390971390    -0.018153463
    0.391002664    -0.018093481
    0.391039305    -0.017915375
    0.391077315    -0.016287516
    0.391127086    -0.015984557
    0.391178328    -0.018061103
    0.391221921    -0.019787951
    0.391260514    -0.018259375
    0.391298201    -0.020972510
    0.391346704    -0.020617294
    0.391388012    -0.020018553
    0.391420427    -0.021042571
    0.391454021    -0.020195833
    0.391491553    -0.018426097
    0.391526362    -0.018293411
    0.391558060    -0.018766700
    0.391591774    -0.020256248
    0.391633838    -0.020422592
    0.391676905    -0.019624531
    0.391711923    -0.019671855
    0.391757125    -0.020410759
    0.391812011    -0.019313590
    0.391842340    -0.019540760
    0.391872280    -0.019661055
    0.391922485    -0.019025677
    0.391973763    -0.021421434
    0.392011729    -0.022415141
    0.392047007    -0.023773034
    0.392092963    -0.026713464
    0.392139117    -0.029447556
    0.392175603    -0.030886709
    0.392203486    -0.027627329
    0.392239029    -0.027913181
    0.392264461    -0.028367817
    0.392293833    -0.027882014
    0.392330227    -0.026866136
    0.392364158    -0.029193307
    0.392403315    -0.027853073
    0.392447168    -0.028713701
    0.392477118    -0.028525406
    0.392509913    -0.028519338
    0.392538875    -0.027763528
    0.392582375    -0.028544297
    0.392625583    -0.027102599
    0.392668449    -0.027019594
    0.392703751    -0.027832479
    0.392737659    -0.030140001
    0.392784836    -0.031567530
    0.392820182    -0.031048204
    0.392842883    -0.032972348
    0.392880083    -0.032548370
    0.392915045    -0.033092340
    0.392954927    -0.031065972
    0.392996975    -0.029277358
    0.393023681    -0.028863097
    0.393061028    -0.031602594
    0.393099263    -0.030804317
    0.393145585    -0.032149146
    0.393179870    -0.031243974
    0.393224127    -0.030835512
    0.393268129    -0.028526233
    0.393303361    -0.026837261
    0.393347333    -0.026272000
    0.393389441    -0.027653862
    0.393423914    -0.025899367
    0.393469370    -0.025275815
    0.393512585    -0.024568222
    0.393538774    -0.024212108
    0.393570393    -0.019720697
    0.393606705    -0.017056146
    0.393642435    -0.017865050
    0.393686594    -0.016553382
    0.393724904    -0.015503693
    0.393762928    -0.015089615
    0.393801823    -0.016235934
    0.393830390    -0.015779940
    0.393857881    -0.015995833
    0.393893517    -0.016522991
    0.393925121    -0.017789797
    0.393963698    -0.017340372
    0.394003206    -0.020562720
    0.394035561    -0.021028358
    0.394066040    -0.022928147
    0.394101956    -0.024356420
    0.394132963    -0.024177597
    0.394172760    -0.021361678
    0.394214235    -0.023033482
    0.394263198    -0.019801551
    0.394304164    -0.018524038
    0.394349331    -0.016626804
    0.394393698    -0.017730759
    0.394428694    -0.014824522
    0.394469168    -0.013896838
    0.394509926    -0.014894702
    0.394550080    -0.016317582
    0.394590633    -0.016634393
    0.394627812    -0.015705652
    0.394662539    -0.013275852
    0.394699984    -0.013681942
    0.394739139    -0.011291023
    0.394779661    -0.011803300
    0.394819331    -0.009867552
    0.394848389    -0.009556778
    0.394889472    -0.009610733
    0.394935484    -0.009001982
    0.394967999    -0.008048283
    0.395008787    -0.006655852
    0.395048538    -0.005315609
    0.395083341    -0.005650698
    0.395123045    -0.002647927
    0.395166813    -0.004716167
    0.395202154    -0.004201482
    0.395238616    -0.002425167
    0.395266789    -0.001761044
    0.395299120    -0.000814161
    0.395343572     0.000505476
    0.395390218    -0.000738798
    0.395421874    -0.000702779
    0.395461262     0.000527892
    0.395492652     0.000714791
    0.395531341    -0.000989784
    0.395571557    -0.002414488
    0.395611794    -0.001846356
    0.395649843    -0.001762442
    0.395679598    -0.002851348
    0.395712364    -0.004481687
    0.395752703    -0.003318070
    0.395797626    -0.005340635
    0.395833947    -0.006835592
    0.395873834    -0.002902506
    0.395905103     0.000086950
    0.395937545     0.000289227
    0.395972654     0.000097346
    0.396007423    -0.001461825
    0.396041310    -0.002542287
    0.396074840    -0.001613775
    0.396112059    -0.003859746
    0.396154540    -0.005169204
    0.396185203    -0.006271520
    0.396220270    -0.003934424
    0.396265587    -0.006043371
    0.396299334    -0.004257001
    0.396332413    -0.006017377
    0.396374356    -0.005610400
    0.396411395    -0.006588543
    0.396446362    -0.006224257
    0.396487894    -0.007895846
    0.396529953    -0.010542483
    0.396570466    -0.009445963
    0.396606828    -0.008203333
    0.396643914    -0.005397420
    0.396677938    -0.005458802
    0.396713058    -0.003797736
    0.396743151    -0.005415165
    0.396776735    -0.005511036
    0.396811563    -0.005602719
    0.396846659    -0.004374854
    0.396883822    -0.005484650
    0.396916087    -0.006094309
    0.396959839    -0.006573840
    0.396997933    -0.005966316
    0.397027730    -0.008843185
    0.397068380    -0.010002779
    0.397107261    -0.011089242
    0.397139054    -0.008107373
    0.397166166    -0.009343369
    0.397211384    -0.011809777
    0.397249942    -0.011670011
    0.397282054    -0.010799749
    0.397314212    -0.014925625
    0.397365290    -0.015762223
    0.397408175    -0.018322582
    0.397447636    -0.018505374
    0.397493944    -0.020767695
    0.397542861    -0.022689527
    0.397593994    -0.022105976
    0.397632165    -0.022513174
    0.397678099    -0.022333266
    0.397708319    -0.021506802
    0.397741583    -0.021821157
    0.397774041    -0.022822487
    0.397814669    -0.021167264
    0.397849204    -0.023313447
    0.397887440    -0.023704345
    0.397924108    -0.021862167
    0.397971220    -0.021334854
    0.398012375    -0.019861845
    0.398040410    -0.018682529
    0.398076833    -0.022020831
    0.398113605    -0.023651028
    0.398144114    -0.024425940
    0.398195573    -0.024293561
    0.398229884    -0.021761735
    0.398269476    -0.021150283
    0.398306076    -0.019574203
    0.398336237    -0.018244695
    0.398370773    -0.018750428
    0.398419869    -0.021068794
    0.398451859    -0.021488831
    0.398487754    -0.021219418
    0.398525166    -0.020919043
    0.398563278    -0.021830509
    0.398596607    -0.021218737
    0.398630973    -0.018320594
    0.398673894    -0.017221043
    0.398716095    -0.018712536
    0.398742335    -0.018081978
    0.398783566    -0.017646531
    0.398820038    -0.017129332
    0.398855880    -0.016995951
    0.398884773    -0.017489923
    0.398916840    -0.016753199
    0.398955733    -0.016843711
    0.398995207    -0.017027163
    0.399032740    -0.016403892
    0.399063957    -0.017422165
    0.399096728    -0.016265533
    0.399125247    -0.014078018
    0.399164174    -0.012813687
    0.399218607    -0.012234508
    0.399256954    -0.013254808
    0.399287074    -0.012277763
    0.399324042    -0.012211457
    0.399364353    -0.013253037
    0.399404929    -0.012121044
    0.399438786    -0.011038961
    0.399481404    -0.011368811
    0.399525684    -0.009661500
    0.399556910    -0.008302819
    0.399588262    -0.007284143
    0.399619388    -0.007995174
    0.399653778    -0.009207145
    0.399690290    -0.008090481
    0.399722595    -0.009359462
    0.399757645    -0.008223019
    0.399803843    -0.010283411
    0.399841985    -0.010291498
    0.399872423    -0.008793752
    0.399916165    -0.006988133
    0.399952093    -0.003982314
    0.399992311    -0.005235081
    0.400038310    -0.002981399
    0.400067335    -0.007131104
    0.400103925    -0.005727669
    0.400136312    -0.005644096
    0.400168934    -0.003109458
    0.400199943    -0.002067890
    0.400228250    -0.000579162
    0.400261007     0.002363858
    0.400292832     0.002969981
    0.400320705     0.003553691
    0.400357143     0.002074457
    0.400382504     0.001301676
    0.400419399     0.002003223
    0.400459724     0.002471782
    0.400505870     0.001087770
    0.400545163     0.002389834
    0.400585448     0.004191530
    0.400621089     0.003158077
    0.400656863     0.001445299
    0.400696953     0.003628018
    0.400732217     0.004389317
    0.400770627     0.004157863
    0.400812621     0.004933773
    0.400854741     0.005990731
    0.400895323     0.006639406
    0.400932836     0.006394861
    0.400964874     0.005974461
    0.401007454     0.005394851
    0.401041916     0.004354909
    0.401077733     0.006297452
    0.401120389     0.007211707
    0.401157073     0.009580081
    0.401196380     0.007525078
    0.401232845     0.009802360
    0.401269716     0.010545408
    0.401307547     0.010932391
    0.401352696     0.012027663
    0.401400523     0.013839437
    0.401437562     0.013294565
    0.401473051     0.014588018
    0.401507360     0.015660906
    0.401531971     0.013726156
    0.401569540     0.013245541
    0.401606612     0.014072655
    0.401638300     0.014059434
    0.401669915     0.012024874
    0.401701562     0.011427274
    0.401742850     0.010799335
    0.401786106     0.014241969
    0.401820622     0.012479397
    0.401863606     0.011469820
    0.401902769     0.012066883
    0.401947113     0.009294473
    0.401980716     0.008877947
    0.402013744     0.007659248
    0.402054663     0.007746269
    0.402086673     0.008819310
    0.402132073     0.010436878
    0.402167005     0.012198813
    0.402206893     0.012160317
    0.402246474     0.012866407
    0.402278747     0.014143264
    0.402318551     0.013492213
    0.402343758     0.011585278
    0.402369512     0.012755662
    0.402403742     0.014650597
    0.402434633     0.012901674
    0.402482369     0.012125821
    0.402522619     0.011506207
    0.402556251     0.012733489
    0.402591113     0.012896219
    0.402627344     0.014732533
    0.402660891     0.013269470
    0.402692634     0.014069782
    0.402727409     0.013846415
    0.402771375     0.015500134
    0.402814082     0.016649222
    0.402856845     0.015086591
    0.402904226     0.014400430
    0.402935631     0.015324540
    0.402965931     0.014575387
    0.402996901     0.015208662
    0.403028024     0.018118559
    0.403060188     0.017913846
    0.403099415     0.017122832
    0.403132365     0.015698301
    0.403164349     0.016430602
    0.403196133     0.014784573
    0.403221267     0.015914640
    0.403248468     0.016899704
    0.403279929     0.015819814
    0.403309753     0.017250558
    0.403353553     0.015682117
    0.403399200     0.016325551
    0.403443503     0.016313904
    0.403478840     0.017595398
    0.403514845     0.017829228
    0.403551896     0.020153140
    0.403581850     0.018153952
    0.403633745     0.015927994
    0.403667292     0.016330441
    0.403710803     0.015228500
    0.403749755     0.017384847
    0.403780958     0.018380825
    0.403806401     0.017616137
    0.403843562     0.015342973
    0.403885798     0.014624808
    0.403919526     0.014502114
    0.403953630     0.011889069
    0.403987996     0.012780864
    0.404031731     0.011563151
    0.404067181     0.011826559
    0.404110298     0.010855580
    0.404155988     0.009899163
    0.404186554     0.011342461
    0.404220499     0.012330960
    0.404256583     0.009186885
    0.404287433     0.009128225
    0.404314144     0.011502674
    0.404350575     0.013207128
    0.404382512     0.011017645
    0.404414148     0.012960934
    0.404447457     0.013449790
    0.404480266     0.013671916
    0.404505558     0.015374432
    0.404532856     0.015179284
    0.404568873     0.013374081
    0.404599093     0.014467510
    0.404632083     0.014622998
    0.404672301     0.014479561
    0.404707168     0.015920394
    0.404737239     0.015152695
    0.404771140     0.013971526
    0.404800763     0.015408555
    0.404829426     0.014748229
    0.404869019     0.015350402
    0.404908255     0.015533489
    0.404943277     0.013327261
    0.404980562     0.012153688
    0.405019101     0.011543078
    0.405052354     0.009837865
    0.405092941     0.007064817
    0.405135204     0.009047013
    0.405178949     0.010279901
    0.405222469     0.012150955
    0.405251275     0.011029701
    0.405288459     0.013003864
    0.405324008     0.014187462
    0.405362583     0.014134780
    0.405392820     0.014966789
    0.405426007     0.015163448
    0.405465764     0.015640049
    0.405490557     0.017642303
    0.405521509     0.018826114
    0.405553839     0.019851020
    0.405592612     0.019973347
    0.405628261     0.020320699
    0.405664515     0.019474221
    0.405700545     0.021323636
    0.405752849     0.022426476
    0.405795385     0.022036434
    0.405836890     0.018306062
    0.405872014     0.019312221
    0.405906695     0.019968226
    0.405933948     0.018511093
    0.405972459     0.018363029
    0.406013464     0.017065603
    0.406044902     0.018143058
    0.406081491     0.017843218
    0.406128743     0.016940576
    0.406163269     0.016401029
    0.406191859     0.016040502
    0.406222577     0.016024441
    0.406256089     0.017745901
    0.406294506     0.017231687
    0.406333487     0.016711724
    0.406368800     0.017166009
    0.406405578     0.016530041
    0.406436130     0.017381685
    0.406471469     0.017280636
    0.406513182     0.015323615
    0.406543191     0.016459946
    0.406565084     0.015557764
    0.406603405     0.016396802
    0.406641347     0.018593544
    0.406680357     0.019059534
    0.406716183     0.021077470
    0.406746102     0.021366146
    0.406784138     0.022402450
    0.406823313     0.020757880
    0.406858064     0.022028459
    0.406902664     0.023766306
    0.406937674     0.024139124
    0.406978302     0.024179038
    0.407012531     0.024129192
    0.407047547     0.022747784
    0.407085921     0.024161715
    0.407127019     0.020952269
    0.407159618     0.018092728
    0.407194472     0.020137341
    0.407232792     0.019762888
    0.407269518     0.018006498
    0.407311635     0.018162023
    0.407348955     0.018917584
    0.407376808     0.015504176
    0.407408848     0.015242261
    0.407454054     0.017345504
    0.407495799     0.016537482
    0.407521981     0.016725115
    0.407553775     0.018129018
    0.407582603     0.016520337
    0.407611899     0.016311378
    0.407644943     0.017421155
    0.407678913     0.019856810
    0.407711891     0.019669001
    0.407743669     0.019731991
    0.407785078     0.019338827
    0.407829742     0.023269462
    0.407872226     0.022770330
    0.407913026     0.021245551
    0.407945510     0.020275901
    0.407982371     0.023330742
    0.408016904     0.021026189
    0.408049151     0.022398014
    0.408082964     0.022989094
    0.408116534     0.021237390
    0.408152568     0.018064816
    0.408195475     0.021588886
    0.408229396     0.021862477
    0.408253163     0.021191192
    0.408280996     0.020698345
    0.408302020     0.019594162
    0.408334290     0.018412792
    0.408371795     0.018065892
    0.408412899     0.015447233
    0.408447833     0.015204755
    0.408483734     0.016162857
    0.408524552     0.015065310
    0.408560551     0.016130305
    0.408604676     0.015158924
    0.408645346     0.015593392
    0.408688471     0.015724322
    0.408726140     0.017047395
    0.408764368     0.015710562
    0.408794187     0.015724804
    0.408837600     0.013901426
    0.408877968     0.013855393
    0.408923733     0.012479712
    0.408949846     0.011175442
    0.408981422     0.010454557
    0.409012754     0.009357723
    0.409044495     0.012888655
    0.409082257     0.012014019
    0.409120085     0.008654246
    0.409157795     0.008241982
    0.409192800     0.006801133
    0.409231772     0.006511988
    0.409264938     0.005280480
    0.409297163     0.004682115
    0.409328431     0.001108720
    0.409363368    -0.002823556
    0.409393357    -0.005061068
    0.409423256    -0.005706599
    0.409461895    -0.006948664
    0.409502343    -0.007884217
    0.409526560    -0.007934047
    0.409556687    -0.010208676
    0.409592353    -0.012579596
    0.409625622    -0.013621126
    0.409663186    -0.012541244
    0.409713039    -0.011432383
    0.409746661    -0.009601331
    0.409773889    -0.009246670
    0.409804752    -0.009218380
    0.409837715    -0.008418267
    0.409870495    -0.010335359
    0.409909857    -0.010047567
    0.409949754    -0.012079355
    0.409990293    -0.012272948
    0.410026797    -0.011683850
    0.410057405    -0.010760795
    0.410092236    -0.009734710
    0.410123855    -0.009718910
    0.410159342    -0.009773518
    0.410201687    -0.014177165
    0.410240720    -0.014699594
    0.410277479    -0.014080728
    0.410307914    -0.015252089
    0.410343376    -0.016796888
    0.410375242    -0.017720364
    0.410406193    -0.017636805
    0.410441978    -0.017867055
    0.410476203    -0.021027395
    0.410508799    -0.020994075
    0.410550373    -0.020259701
    0.410589379    -0.021105412
    0.410627541    -0.020486150
    0.410661225    -0.021303501
    0.410694499    -0.019656562
    0.410722398    -0.019044850
    0.410762001    -0.019621075
    0.410796259    -0.018049517
    0.410825621    -0.017429578
    0.410853914    -0.016685333
    0.410894110    -0.017193083
    0.410932294    -0.015792749
    0.410965929    -0.012693361
    0.410993228    -0.013790995
    0.411019850    -0.012545896
    0.411055951    -0.013403026
    0.411097683    -0.012757873
    0.411133798    -0.011196433
    0.411182138    -0.011609259
    0.411211773    -0.013822431
    0.411250833    -0.014536515
    0.411292676    -0.012229316
    0.411319120    -0.011083389
    0.411343605    -0.009742927
    0.411371040    -0.010550163
    0.411399087    -0.011686498
    0.411451519    -0.011145904
    0.411487942    -0.010757887
    0.411523399    -0.011203303
    0.411552558    -0.010435749
    0.411581147    -0.009849257
    0.411616383    -0.011720833
    0.411648069    -0.011719475
    0.411688151    -0.011178271
    0.411728030    -0.015081475
    0.411765276    -0.015825570
    0.411790827    -0.018447201
    0.411818995    -0.015325873
    0.411859922    -0.015092528
    0.411894876    -0.015994841
    0.411924174    -0.015408618
    0.411957144    -0.014884227
    0.411995115    -0.013233249
    0.412034042    -0.016813604
    0.412071606    -0.015165124
    0.412097513    -0.013555395
    0.412136373    -0.014559258
    0.412172769    -0.015527961
    0.412212713    -0.014511352
    0.412245833    -0.016078430
    0.412276635    -0.015213408
    0.412304318    -0.015763793
    0.412332691    -0.017666518
    0.412367443    -0.016739236
    0.412399305    -0.016874962
    0.412432755    -0.017297274
    0.412469914    -0.016724871
    0.412497281    -0.018597149
    0.412531684    -0.021334148
    0.412571524    -0.019718404
    0.412608716    -0.017679413
    0.412656365    -0.019259357
    0.412686392    -0.019283788
    0.412717839    -0.018812928
    0.412747334    -0.019954750
    0.412777882    -0.020488924
    0.412809794    -0.018083103
    0.412842986    -0.018270765
    0.412875324    -0.018754169
    0.412909307    -0.017427435
    0.412938389    -0.017972916
    0.412969758    -0.016610150
    0.413003913    -0.014465190
    0.413037363    -0.014292666
    0.413071137    -0.012899831
    0.413109477    -0.011996427
    0.413143159    -0.014052151
    0.413179148    -0.012719717
    0.413214726    -0.014837969
    0.413241762    -0.014458927
    0.413264868    -0.015592035
    0.413303955    -0.016965485
    0.413338181    -0.015343250
    0.413372193    -0.016606370
    0.413406562    -0.016262384
    0.413442410    -0.017407685
    0.413482038    -0.017042713
    0.413514036    -0.016363960
    0.413539825    -0.016629929
    0.413572994    -0.016658901
    0.413609158    -0.016127605
    0.413639863    -0.012721997
    0.413670022    -0.012283244
    0.413708194    -0.012677242
    0.413747838    -0.012077467
    0.413783759    -0.009598656
    0.413823079    -0.009418632
    0.413845756    -0.007173566
    0.413878827    -0.007317213
    0.413920214    -0.001666303
    0.413956315    -0.002203002
    0.413992830    -0.000050578
    0.414028577     0.001088575
    0.414064688     0.002997266
    0.414101315     0.002676016
    0.414129014     0.003556102
    0.414161685     0.005986537
    0.414210875     0.004492167
    0.414253939     0.003920091
    0.414283771     0.004917443
    0.414318562     0.005932535
    0.414352914     0.004840120
    0.414378237     0.005524239
    0.414419149     0.003142215
    0.414459187     0.001724998
    0.414496063     0.000189167
    0.414522208     0.000381210
    0.414554174    -0.000096190
    0.414590780     0.000925168
    0.414635360    -0.001739165
    0.414667926    -0.001636029
    0.414702534     0.002773267
    0.414735621     0.002399889
    0.414771392     0.002265920
    0.414806734     0.000465395
    0.414840035    -0.001956416
    0.414878082    -0.002998035
    0.414908772    -0.004625269
    0.414940992    -0.004323810
    0.414969768    -0.005147493
    0.415007238    -0.005417065
    0.415047227    -0.007095014
    0.415096262    -0.006368626
    0.415123634    -0.010073097
    0.415165819    -0.010205492
    0.415204275    -0.008717293
    0.415238831    -0.007790899
    0.415284843    -0.005031747
    0.415313827    -0.006513691
    0.415342478    -0.008308221
    0.415384608    -0.007617002
    0.415416543    -0.008820969
    0.415451243    -0.008474784
    0.415487077    -0.011385195
    0.415521055    -0.009602356
    0.415549610    -0.011310458
    0.415579216    -0.013779793
    0.415602182    -0.015688212
    0.415633185    -0.015670626
    0.415666898    -0.017352871
    0.415693335    -0.016448483
    0.415721093    -0.018508132
    0.415760775    -0.018316998
    0.415794415    -0.017816723
    0.415822335    -0.016767935
    0.415850868    -0.017040392
    0.415884679    -0.017043230
    0.415923810    -0.019690163
    0.415954723    -0.019593870
    0.415994928    -0.017894249
    0.416026653    -0.018362372
    0.416056354    -0.019436676
    0.416090992    -0.018408255
    0.416128969    -0.017561038
    0.416163289    -0.019089819
    0.416199767    -0.019514020
    0.416232702    -0.018299444
    0.416268345    -0.019786625
    0.416298608    -0.017776780
    0.416334208    -0.014876868
    0.416367948    -0.014960604
    0.416397358    -0.013176035
    0.416439987    -0.014067008
    0.416476692    -0.015856230
    0.416507144    -0.016977991
    0.416541035    -0.015936569
    0.416567134    -0.016007426
    0.416595688    -0.014437263
    0.416631911    -0.015595440
    0.416671078    -0.015842508
    0.416715609    -0.017307266
    0.416766058    -0.013950679
    0.416795584    -0.013777081
    0.416825459    -0.013224957
    0.416859995    -0.012429136
    0.416890321    -0.013325632
    0.416921396    -0.012128045
    0.416956105    -0.011065195
    0.416991270    -0.009967965
    0.417024984    -0.008503644
    0.417057048    -0.008290007
    0.417089541    -0.007891818
    0.417124310    -0.005503719
    0.417158378    -0.004572056
    0.417186890    -0.003835899
    0.417225470    -0.002827506
    0.417258292    -0.002143375
    0.417283681     0.000332285
    0.417310783     0.002744906
    0.417345229     0.002305310
    0.417377609     0.002106559
    0.417411439     0.004088652
    0.417446529     0.002722718
    0.417470755     0.004052234
    0.417505236     0.003395088
    0.417538559     0.004767750
    0.417583815     0.004959606
    0.417614725     0.003834157
    0.417641203     0.007344703
    0.417679476     0.008070038
    0.417707776     0.007706271
    0.417741784     0.007603942
    0.417767249     0.010312573
    0.417811735     0.010277114
    0.417842839     0.011019071
    0.417880530     0.012201548
    0.417916068     0.013226328
    0.417956959     0.014719395
    0.417985974     0.016094360
    0.418028050     0.013763175
    0.418064946     0.015753804
    0.418102489     0.018315321
    0.418144567     0.015564370
    0.418179988     0.014149473
    0.418208739     0.013385638
    0.418233831     0.014952931
    0.418261337     0.016789703
    0.418297204     0.017801379
    0.418324282     0.017373043
    0.418351636     0.016309392
    0.418384601     0.017221932
    0.418428658     0.016383724
    0.418471091     0.014907083
    0.418510500     0.016498769
    0.418534938     0.018004831
    0.418559051     0.017744791
    0.418595767     0.016857570
    0.418635556     0.015131983
    0.418672793     0.014936498
    0.418704162     0.012375450
    0.418742984     0.012045526
    0.418772495     0.011093630
    0.418796110     0.011182755
    0.418839123     0.012231832
    0.418873990     0.010438829
    0.418912545     0.012250095
    0.418951637     0.012088918
    0.418984733     0.011456377
    0.419012584     0.011280997
    0.419044391     0.010915238
    0.419081162     0.010748226
    0.419114754     0.010615628
    0.419153571     0.009882631
    0.419185523     0.007626178
    0.419218853     0.006451602
    0.419249210     0.003901100
    0.419282965     0.004791058
    0.419318738     0.004190423
    0.419355589     0.005746417
    0.419389431     0.005531057
    0.419420992     0.002750554
    0.419446173     0.001301252
    0.419476818     0.001774390
    0.419507444    -0.000425322
    0.419538950    -0.001855225
    0.419572580    -0.001277675
    0.419613337     0.001778185
    0.419654052     0.001765197
    0.419686913     0.001835155
    0.419716997    -0.000426930
    0.419758945    -0.003967549
    0.419789791    -0.005889128
    0.419814689    -0.007498709
    0.419840917    -0.008394368
    0.419876571    -0.008427238
    0.419914938    -0.007458546
    0.419944338    -0.007339953
    0.419981210    -0.006095420
    0.420009294    -0.005921930
    0.420052718    -0.005490345
    0.420086381    -0.006167926
    0.420117708    -0.004768416
    0.420157994    -0.008138663
    0.420195059    -0.010263579
    0.420231055    -0.012118582
    0.420253408    -0.010792359
    0.420276617    -0.007974494
    0.420304690    -0.006534073
    0.420337071    -0.005328525
    0.420365426    -0.005438021
    0.420393562    -0.006723682
    0.420415045    -0.005105737
    0.420449496    -0.003765703
    0.420473057    -0.004528310
    0.420505294    -0.003057289
    0.420541096    -0.000670176
    0.420591834     0.000168100
    0.420628881     0.000701748
    0.420652736    -0.000846573
    0.420674575    -0.002069286
    0.420706332     0.001651979
    0.420737981     0.001009771
    0.420770921     0.002729555
    0.420811903     0.002789291
    0.420839297     0.003971451
    0.420871852     0.006130031
    0.420898794     0.006071837
    0.420937887     0.005519451
    0.420964650     0.004328107
    0.421001534     0.005584966
    0.421040164     0.005140777
    0.421087351     0.005471177
